AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,2,0.0002
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,4,0.0003
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,5,0.0018
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,6,0.0027
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,7,0.0019
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,8,0.0003
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,9,0.0013
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,10,0.0131
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,11,0.0157
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,12,0.4584
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,13,0.0002
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,14,0.1996
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,15,0.0002
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,16,0.0001
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,18,0.0003
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,21,0.0001
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,23,0.0001
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,25,0.0002
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,27,0.0002
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,28,0.0014
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,29,0.0002
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,30,0.0026
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,31,0.0004
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,35,0.0002
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,37,0.0011
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,38,0.0051
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,39,0.0002
AXON_Body_2_Video_2019-07-08_065_848x480_redactedAP 415,0900,345.204,149.525,416.275,254.696,42,0.0001
